0.451000 2.021770 2.000000 2.000000
0.452000 1.990004 2.000000 2.000000
0.453000 1.994754 2.000000 2.000000
0.454000 2.004400 2.000000 2.000000
0.455000 2.010686 2.000000 2.000000
0.456000 2.005114 2.000000 2.000000
0.457000 2.008717 2.000000 2.000000
0.458000 2.012444 2.000000 2.000000
0.459000 2.005444 2.000000 2.000000
0.460000 2.010427 2.000000 2.000000
0.461000 1.992834 2.000000 2.000000
0.462000 1.999293 2.000000 2.000000
0.463000 2.000500 2.000000 2.000000
0.464000 2.000831 2.000000 2.000000
0.465000 2.014527 2.000000 2.000000
0.466000 1.988478 2.000000 2.000000
0.467000 2.011547 2.000000 2.000000
0.468000 1.999351 2.000000 2.000000
0.469000 2.005898 2.000000 2.000000
0.470000 2.015114 2.000000 2.000000
0.471000 2.008572 2.000000 2.000000
0.472000 2.002615 2.000000 2.000000
0.473000 2.008388 2.000000 2.000000
0.474000 2.010746 2.000000 2.000000
0.475000 1.998329 2.000000 2.000000
0.476000 2.002352 2.000000 2.000000
0.477000 2.002968 2.000000 2.000000
0.478000 1.995304 2.000000 2.000000
0.479000 2.001043 2.000000 2.000000
0.480000 2.002163 2.000000 2.000000
0.481000 1.999682 2.000000 2.000000
0.482000 1.999502 2.000000 2.000000
0.483000 1.998586 2.000000 2.000000
0.484000 2.005881 2.000000 2.000000
0.485000 1.998638 2.000000 2.000000
0.486000 1.998227 2.000000 2.000000
0.487000 2.000299 2.000000 2.000000
0.488000 2.002683 2.000000 2.000000
0.489000 1.999868 2.000000 2.000000
0.490000 2.000377 2.000000 2.000000
0.491000 2.003074 2.000000 2.000000
0.492000 2.000363 2.000000 2.000000
0.493000 1.998422 2.000000 2.000000
0.494000 2.002422 2.000000 2.000000
0.495000 1.998940 2.000000 2.000000
0.496000 2.000584 2.000000 2.000000
0.497000 2.000044 2.000000 2.000000
0.498000 2.000226 2.000000 2.000000
0.499000 1.999758 2.000000 2.000000
0.500000 2.000000 2.000000 2.000000
0.501000 2.000053 2.000000 2.000000
0.502000 2.000388 2.000000 2.000000
0.503000 1.999985 2.000000 2.000000
0.504000 2.000170 2.000000 2.000000
0.505000 2.000955 2.000000 2.000000
0.506000 1.999491 2.000000 2.000000
0.507000 2.001247 2.000000 2.000000
0.508000 2.001452 2.000000 2.000000
0.509000 2.000054 2.000000 2.000000
0.510000 2.003645 2.000000 2.000000
0.511000 2.000441 2.000000 2.000000
0.512000 1.999351 2.000000 2.000000
0.513000 2.001481 2.000000 2.000000
0.514000 1.998419 2.000000 2.000000
0.515000 2.003159 2.000000 2.000000
0.516000 2.001144 2.000000 2.000000
0.517000 2.000883 2.000000 2.000000
0.518000 2.005237 2.000000 2.000000
0.519000 2.003267 2.000000 2.000000
0.520000 2.001468 2.000000 2.000000
0.521000 2.004215 2.000000 2.000000
0.522000 2.004357 2.000000 2.000000
0.523000 2.002252 2.000000 2.000000
0.524000 2.001671 2.000000 2.000000
0.525000 2.007811 2.000000 2.000000
0.526000 2.002853 2.000000 2.000000
0.527000 1.999987 2.000000 2.000000
0.528000 2.006315 2.000000 2.000000
0.529000 1.995578 2.000000 2.000000
0.530000 2.003142 2.000000 2.000000
0.531000 1.996021 2.000000 2.000000
0.532000 2.008979 2.000000 2.000000
0.533000 2.004288 2.000000 2.000000
0.534000 2.003026 2.000000 2.000000
0.535000 2.004771 2.000000 2.000000
0.536000 2.006289 2.000000 2.000000
0.537000 2.013662 2.000000 2.000000
0.538000 2.014505 2.000000 2.000000
0.539000 1.999039 2.000000 2.000000
0.540000 2.009459 2.000000 2.000000
0.541000 2.014469 2.000000 2.000000
0.542000 1.995674 2.000000 2.000000
0.543000 2.016850 2.000000 2.000000
0.544000 1.999501 2.000000 2.000000
0.545000 2.003821 2.000000 2.000000
0.546000 2.005181 2.000000 2.000000
0.547000 2.005292 2.000000 2.000000
0.548000 2.010183 2.000000 2.000000
0.549000 2.003537 2.000000 2.000000
0.550000 2.015785 2.000000 2.000000
