0.457000 0.501173 0.502023 0.501173 1.000000 1.000000
0.464000 0.501238 0.501397 0.501238 1.000000 1.000000
0.471000 0.500459 0.500893 0.500459 1.000000 1.000000
0.478000 0.500180 0.500506 0.500180 1.000000 1.000000
0.485000 0.499756 0.500232 0.499756 1.000000 1.000000
0.492000 0.499769 0.500065 0.499769 1.000000 1.000000
0.499000 0.499996 0.500001 0.499996 1.000000 1.000000
0.506000 0.500171 0.500036 0.500171 1.000000 1.000000
0.513000 0.499976 0.500165 0.499976 1.000000 1.000000
0.520000 0.500081 0.500385 0.500080 1.000000 1.000000
0.527000 0.501222 0.500692 0.501222 1.000000 1.000000
0.534000 0.502358 0.501082 0.502358 1.000000 1.000000
0.541000 0.502335 0.501554 0.502335 1.000000 1.000000
0.548000 0.503720 0.502102 0.503720 1.000000 1.000000
0.555000 0.502085 0.502725 0.502085 1.000000 1.000000
0.562000 0.505157 0.503420 0.505157 1.000000 1.000000
0.569000 0.505672 0.504184 0.505672 1.000000 1.000000
0.576000 0.503852 0.505014 0.503852 1.000000 1.000000
0.583000 0.507772 0.505908 0.507772 1.000000 1.000000
0.590000 0.506584 0.506864 0.506584 1.000000 1.000000
