0.400000 9.753889  
0.401695 7.458201  
0.403390 5.103172  
0.405085 6.006361  
0.406780 4.013606  
0.408475 7.196187  
0.410169 5.904855  
0.411864 5.198124  
0.413559 4.850931  
0.415254 16.727531  
0.416949 11.713963  
0.418644 3.223540  
0.420339 6.713959  
0.422034 1.953313  
0.423729 0.531805  
0.425424 3.920968  
0.427119 6.432072  
0.428814 2.311641  
0.430508 0.225006  
0.432203 1.032921  
0.433898 1.002535  
0.435593 1.053018  
0.437288 1.040686  
0.438983 5.004175  
0.440678 2.058118  
0.442373 3.918639  
0.444068 0.251480  
0.445763 6.941284  
0.447458 7.215404  
0.449153 7.146080  
0.450847 11.216107  
0.452542 6.196536  
0.454237 9.882179  
0.455932 13.238595  
0.457627 4.035020  
0.459322 5.201472  
